carat,depth,table,x,y,z,price,cut,color,clarity
0.32,62.8,57.0,4.38,4.35,2.74,612.0,Ideal,D,SI2
0.63,62.0,57.0,5.47,5.5,3.4,2127.0,Very Good,H,VVS1
0.74,61.8,56.0,5.79,5.82,3.59,3858.0,Ideal,D,VS2
0.7,61.580000000000005,59.0,5.65,5.6,3.53,1844.0,Premium,J,SI1
1.01,60.6,59.0,6.52,6.49,3.94,5345.0,Premium,F,SI1
1.11,61.2,57.0,6.69,6.71,4.1,10443.0,Ideal,D,VS2
0.28,60.8,58.0,4.19,4.26,2.57,487.0,Very Good,F,VS2
0.33,59.5,61.0,4.49,4.54,2.68,643.0,Good,F,VS2
1.51,62.160000000000004,65.0,7.68,7.57,4.27,8794.0,Fair,G,VS2
0.23,61.4,55.0,3.92,3.99,2.43,458.0,Very Good,E,VVS2
1.03,62.3,56.0,6.5,6.46,4.04,6864.0,Ideal,G,VS1
0.51,61.6,56.0,5.12,5.14,3.16,1750.0,Ideal,G,VVS2
0.31,62.0,57.0,4.33,4.38,2.7,489.0,Ideal,H,VS2
0.32,62.4,54.0,4.37,4.38,2.73,730.0,Ideal,G,VVS2
0.29,61.5,57.0,4.24,4.27,2.62,607.0,Very Good,G,VVS1
0.9,63.2,61.0,6.06,5.99,3.81,3239.0,Very Good,E,SI2
0.9,63.5,59.0,6.1,6.05,3.86,3121.0,Very Good,I,SI1
0.57,61.5,57.0,5.35,5.38,3.3,1759.0,Ideal,H,VS2
0.7,61.3,56.0,5.73,5.78,3.53,2480.0,Ideal,G,SI1
1.0,59.8,59.0,6.47,6.51,3.88,5671.0,Very Good,D,SI1
1.01,61.3,59.0,6.5,6.46,3.97,4078.0,Ideal,H,SI2
0.94,62.4,58.0,6.33,6.26,3.93,4027.0,Premium,E,SI2
0.91,58.2,59.0,6.36,6.4,3.71,3855.0,Good,H,SI1
0.26,61.8,55.0,4.13,4.09,2.54,580.0,Ideal,E,VS1
0.4,61.760000000000005,56.0,4.72,4.68,2.96,945.0,Ideal,I,VS1
1.14,58.3,60.0,6.87,6.91,4.02,7293.0,Very Good,F,VS2
0.28,60.2,56.0,4.3,4.31,2.59,598.0,Ideal,F,VS1
1.5,62.9,56.0,7.24,7.33,4.58,8058.0,Very Good,H,SI1
0.31,61.4,58.0,4.39,4.34,2.68,732.0,Premium,D,SI1
0.71,59.4,57.0,5.87,5.81,3.47,2258.0,Ideal,H,SI2
1.01,61.9,56.0,6.46,6.43,3.99,4921.0,Ideal,E,SI2
0.31,62.3,54.0,4.35,4.38,2.72,396.0,Ideal,J,VS2
0.32,60.7,56.0,4.43,4.46,2.7,990.0,Ideal,F,IF
0.36,62.0,58.0,4.54,4.56,2.82,789.0,Premium,E,VS2
0.33,62.0,59.0,4.39,4.41,2.73,723.0,Premium,E,VS2
0.55,61.3,57.0,5.23,5.28,3.22,1272.0,Ideal,D,SI2
1.0,59.8,58.0,6.55,6.47,3.89,7392.0,Premium,D,VS2
0.38,60.3,55.0,4.69,4.79,2.86,1052.0,Ideal,F,VVS2
0.4,62.8,57.0,4.65,4.68,2.93,1279.0,Ideal,D,VVS1
0.31,61.8,56.0,4.34,4.37,2.69,734.0,Ideal,E,VS1
1.52,61.7,55.0,7.39,7.32,4.54,10130.0,Very Good,I,VS2
1.01,59.9,61.0,6.46,6.5,3.88,5988.0,Very Good,F,VS2
0.4,61.8,54.0,4.73,4.75,2.96,917.0,Ideal,I,IF
1.18,62.6,55.3,6.73,6.79,4.24,6541.0,Ideal,I,VS1
0.37,61.2,56.0,4.67,4.64,2.85,1124.0,Ideal,E,VS1
0.3,61.4,57.0,4.37,4.33,2.67,956.0,Ideal,G,IF
1.29,61.1,59.0,7.03,6.95,4.27,6116.0,Premium,G,SI2
1.28,59.9,59.0,7.08,7.05,4.23,6701.0,Premium,H,SI1
0.53,62.5,57.0,5.17,5.11,3.21,1242.0,Premium,F,SI2
0.3,61.5,56.0,4.32,4.36,2.67,1041.0,Ideal,F,VVS1
1.01,62.5,57.0,6.39,6.35,3.98,5206.0,Ideal,D,SI2
0.91,59.3,58.0,6.33,6.38,3.77,4253.0,Very Good,D,SI1
0.52,62.2,55.0,5.18,5.14,3.21,1872.0,Ideal,F,VS1
0.32,62.6,55.0,4.37,4.39,2.74,758.0,Ideal,D,VS2
0.92,63.0,57.0,6.16,6.13,3.87,3697.0,Ideal,G,SI2
0.51,62.7,59.0,5.08,5.06,3.18,1574.0,Premium,D,SI1
1.32,62.6,62.0,6.92,7.01,4.36,6147.0,Good,J,VS1
0.7,61.8,60.0,5.67,5.63,3.49,2479.0,Premium,G,VS2
1.38,61.2,59.0,7.19,7.13,4.38,4730.0,Fair,G,SI2
1.28,62.0,62.0,6.93,6.87,4.28,6595.0,Premium,H,SI1
0.33,61.1,56.0,4.46,4.44,2.72,1021.0,Ideal,D,VVS2
0.31,62.0,56.0,4.33,4.35,2.69,726.0,Ideal,G,VVS2
0.5,61.42,55.0,5.19,5.16,3.15,1768.0,Ideal,E,VS2
0.57,60.0,61.0,5.36,5.43,3.24,1680.0,Good,F,VS2
0.71,62.4,58.0,5.67,5.7,3.55,2061.0,Very Good,J,VS1
0.71,61.5,56.0,5.71,5.74,3.52,2122.0,Ideal,H,SI2
0.52,61.8,56.0,5.17,5.19,3.2,2275.0,Ideal,E,VS1
0.54,61.6,56.0,5.23,5.26,3.23,2231.0,Ideal,F,VVS2
1.6,62.0,53.0,7.57,7.56,4.69,10011.0,Ideal,J,VS1
0.7,62.1,56.0,5.68,5.72,3.54,2367.0,Ideal,I,VVS2
1.51,61.6,58.0,7.35,7.3,4.51,9283.0,Very Good,I,SI1
0.71,65.1,55.0,5.69,5.65,3.69,2049.0,Fair,H,SI1
1.02,59.3,58.0,6.56,6.62,3.91,3796.0,Very Good,J,VS2
0.6,62.7,58.0,5.34,5.37,3.36,1819.0,Premium,E,VS2
0.97,60.0,56.0,6.4,6.46,3.86,3717.0,Good,J,VS2
0.91,61.9,61.0,6.12,6.1,3.78,4138.0,Premium,E,SI1
1.02,61.5,60.0,6.4,6.34,3.92,2999.0,Fair,H,I1
0.3,62.9,57.0,4.27,4.22,2.67,554.0,Ideal,H,SI1
0.51,59.6,56.0,5.19,5.24,3.11,1841.0,Very Good,E,VS1
0.54,60.6,58.0,5.27,5.29,3.2,1440.0,Ideal,E,SI1
0.51,62.7,57.0,5.11,5.06,3.19,1562.0,Ideal,F,VS2
0.28,62.2,59.0,4.18,4.21,2.61,642.0,Very Good,D,VVS2
1.1,61.3,57.0,6.68,6.62,4.08,3690.0,Ideal,F,I1
1.5,62.3,59.0,7.27,7.21,4.52,7291.0,Premium,H,SI2
0.33,61.2,58.0,4.45,4.5,2.74,666.0,Very Good,F,VS2
0.5,60.8,56.0,5.14,5.12,3.12,1654.0,Ideal,D,SI1
0.68,60.1,57.9,5.69,5.74,3.43,1964.0,Very Good,F,SI1
1.53,62.3,57.0,7.3,7.35,4.56,9189.0,Ideal,I,VS2
0.9,62.1,59.0,6.17,6.19,3.84,4664.0,Very Good,H,VVS1
1.01,61.2,54.0,6.49,6.52,3.98,4666.0,Ideal,E,SI2
0.7,61.9,56.0,5.7,5.67,3.52,2367.0,Premium,H,VS1
0.77,62.1,56.0,5.84,5.86,3.63,2753.0,Ideal,E,SI2
1.01,64.1,59.0,6.16,6.23,3.97,6037.0,Good,F,VS2
0.51,61.9,56.0,5.17,5.13,3.19,2310.0,Premium,F,VVS2
1.61,63.0,59.9,7.42,7.45,4.68,10891.0,Very Good,E,SI2
0.57,61.8,57.0,5.31,5.34,3.29,1173.0,Very Good,I,SI1
0.32,61.9,58.0,4.38,4.34,2.7,576.0,Premium,H,SI1
1.03,61.4,55.0,6.5,6.53,4.0,7481.0,Ideal,G,VS1
0.63,62.0,56.0,5.55,5.48,3.42,1992.0,Ideal,D,SI1
1.03,62.1,57.0,6.44,6.42,3.99,4470.0,Ideal,G,SI2
1.01,62.5,62.0,6.41,6.36,3.99,3563.0,Premium,J,SI2
1.0,61.6,60.0,6.41,6.45,3.96,9139.0,Very Good,E,VVS2
0.28,62.0,55.0,4.21,4.23,2.62,522.0,Very Good,H,VVS2
0.36,61.6,56.0,4.56,4.59,2.82,631.0,Ideal,E,SI1
0.3,61.3,56.0,4.34,4.3,2.65,1013.0,Ideal,G,VVS1
1.5,62.7,59.0,7.3,7.25,4.56,10080.0,Premium,I,VS1
1.01,63.3,58.0,6.39,6.37,4.04,5077.0,Very Good,E,SI1
0.71,62.9,58.0,5.66,5.69,3.57,2820.0,Ideal,G,VS1
1.01,60.0,60.0,6.46,6.4,3.86,3717.0,Premium,F,SI2
0.7,61.6,55.0,5.7,5.66,3.5,2348.0,Premium,F,SI1
0.61,61.9,53.0,5.45,5.5,3.39,2248.0,Ideal,E,VS2
0.43,63.4,56.0,4.79,4.77,3.03,921.0,Very Good,E,SI1
0.58,62.1,58.0,5.35,5.4,3.34,1872.0,Very Good,G,VVS2
0.3,62.7,58.0,4.3,4.25,2.68,776.0,Premium,F,VS2
1.01,61.7,57.0,6.48,6.45,3.99,5995.0,Ideal,G,VS2
1.16,62.7,57.0,6.76,6.67,4.21,4872.0,Premium,I,SI1
0.91,63.3,56.0,6.12,6.17,3.89,4191.0,Very Good,E,SI1
0.7,61.8,61.0,5.66,5.63,3.49,2056.0,Premium,G,SI2
0.73,60.1,57.0,5.87,5.91,3.54,2548.0,Ideal,G,SI1
0.7,61.6,56.0,5.67,5.72,3.51,2351.0,Ideal,I,VS2
0.43,62.9,59.0,4.79,4.84,3.03,792.0,Very Good,F,SI1
1.73,63.6,59.0,7.6,7.56,4.82,8370.0,Good,E,I1
0.23,60.8,56.0,3.99,3.94,2.41,640.0,Premium,E,VVS1
0.33,62.6,56.0,4.43,4.39,2.76,1002.0,Ideal,D,VS2
0.41,63.1,57.0,4.68,4.73,2.97,717.0,Good,D,SI1
1.04,62.2,56.0,6.51,6.48,4.04,4077.0,Ideal,H,SI2
1.01,62.0,59.0,6.49,6.43,4.01,4072.0,Premium,F,SI2
0.33,63.2,57.0,4.44,4.39,2.79,631.0,Very Good,G,SI1
0.34,60.8,59.0,4.53,4.48,2.74,765.0,Premium,H,VS1
1.01,59.7,57.0,6.49,6.44,3.86,6024.0,Ideal,G,VS2
1.0,62.2,59.0,6.38,6.35,3.96,4390.0,Premium,E,SI2
0.52,61.8,60.0,5.14,5.18,3.19,2021.0,Very Good,E,VS1
0.58,62.2,55.0,5.4,5.36,3.35,1343.0,Ideal,G,SI2
0.52,60.7,55.0,5.19,5.29,3.18,2065.0,Ideal,G,VVS1
0.9,62.4,56.0,6.24,6.16,3.87,4007.0,Ideal,D,SI2
0.92,59.8,59.0,6.33,6.37,3.8,4562.0,Premium,E,SI1
0.36,60.4,58.0,4.61,4.66,2.8,853.0,Ideal,F,VVS2
1.28,61.4,57.0,6.99,6.96,4.28,5995.0,Ideal,G,SI2
0.46,61.6,59.0,4.92,4.97,3.05,1993.0,Very Good,D,VVS1
0.7,60.6,60.0,5.77,5.69,3.47,2999.0,Premium,G,VVS2
0.35,59.8,57.0,4.6,4.59,2.75,630.0,Ideal,I,VS2
0.73,61.8,58.0,5.76,5.71,3.54,2278.0,Premium,E,SI2
1.54,63.3,60.0,7.34,7.31,4.64,7437.0,Very Good,I,SI2
1.51,62.7,61.0,7.33,7.27,4.58,8794.0,Premium,I,SI1
0.23,61.6,56.0,3.94,3.97,2.43,434.0,Very Good,H,VVS1
0.7,62.4,58.0,5.64,5.68,3.53,1795.0,Very Good,I,SI2
1.02,62.5,60.0,6.43,6.36,4.0,4541.0,Premium,F,SI2
1.22,61.2,58.0,6.81,6.91,4.2,7729.0,Premium,G,VS2
0.4,60.5,57.0,4.76,4.79,2.89,842.0,Ideal,I,VVS1
1.2,61.9,58.0,6.74,6.79,4.19,7372.0,Very Good,G,SI1
1.31,62.4,56.0,7.0,6.98,4.36,8392.0,Ideal,H,VS1
0.9,64.7,58.0,5.98,6.01,3.88,3697.0,Fair,H,VS2
1.5,64.0,58.0,7.21,7.23,4.62,11194.0,Very Good,E,SI1
1.2,62.6,57.0,6.74,6.77,4.23,5476.0,Very Good,I,SI1
1.38,62.3,60.0,7.07,7.12,4.42,6369.0,Very Good,H,SI2
0.76,60.2,56.0,5.92,5.95,3.57,3352.0,Ideal,D,VS2
1.34,62.1,56.0,7.05,7.11,4.4,10255.0,Ideal,H,VVS1
0.7,59.3,59.0,5.79,5.74,3.42,2562.0,Premium,D,SI2
1.28,59.2,57.0,7.05,7.13,4.2,8895.0,Very Good,G,VS1
1.5,64.3,58.0,7.04,7.09,4.54,10450.0,Fair,F,SI1
0.55,64.3,57.9,5.16,5.21,3.33,1400.0,Good,F,SI1
0.34,61.3,56.0,4.48,4.53,2.76,596.0,Very Good,H,VS1
1.11,60.9,57.0,6.77,6.69,4.1,5395.0,Premium,H,VS2
0.74,60.7,59.0,5.85,5.82,3.54,2415.0,Premium,F,SI1
0.7,61.0,60.0,5.74,5.77,3.51,2850.0,Very Good,E,VS2
0.9,63.8,55.0,6.11,6.18,3.92,4598.0,Very Good,E,VS2
0.53,60.9,59.0,5.18,5.2,3.16,1415.0,Very Good,D,SI1
2.0,65.2,55.0,7.9,7.85,5.13,11600.0,Fair,H,SI2
0.57,61.0,56.0,5.38,5.4,3.29,2297.0,Ideal,E,VS1
1.0,62.5,54.0,6.33,6.3,3.95,6154.0,Premium,F,VS2
0.52,63.7,55.0,5.1,5.11,3.25,1203.0,Good,D,SI2
0.25,61.1,54.0,4.08,4.11,2.5,633.0,Very Good,F,IF
0.72,59.8,60.0,5.76,5.81,3.46,2294.0,Very Good,D,SI2
0.32,59.8,57.9,4.44,4.47,2.67,696.0,Ideal,G,VS1
1.02,62.4,58.0,6.37,6.42,3.99,6622.0,Very Good,G,VS1
0.71,59.5,57.0,5.86,5.78,3.46,2194.0,Ideal,G,SI2
0.41,62.1,56.0,4.76,4.78,2.96,1057.0,Ideal,E,VVS1
0.41,60.8,58.0,4.82,4.76,2.91,1076.0,Premium,F,VS1
0.42,61.3,57.0,4.82,4.8,2.95,1221.0,Ideal,F,VVS2
1.2,60.5,56.0,6.84,6.87,4.15,5996.0,Ideal,G,SI1
1.01,63.5,62.0,6.36,6.24,4.0,4513.0,Very Good,H,SI1
1.03,60.9,58.0,6.55,6.48,3.97,5364.0,Premium,H,VS2
0.73,62.2,55.0,5.74,5.77,3.58,3183.0,Ideal,G,VVS2
0.31,62.0,55.0,4.34,4.37,2.7,840.0,Ideal,F,VVS1
0.43,61.8,57.0,4.83,4.85,2.99,1169.0,Ideal,F,VVS2
0.3,62.2,55.0,4.3,4.32,2.68,844.0,Ideal,G,IF
1.08,61.4,57.0,6.6,6.66,4.07,5049.0,Ideal,H,SI2
0.96,61.7,56.0,6.4,6.34,3.93,4333.0,Ideal,F,VS1
0.32,61.54,55.0,4.37,4.4,2.75,872.0,Very Good,G,IF
1.07,61.9,56.0,6.6,6.62,4.09,9169.0,Ideal,G,VVS2
0.41,63.5,57.0,4.69,4.73,2.99,755.0,Good,E,SI1
0.53,60.7,55.0,5.32,5.25,3.21,1697.0,Ideal,F,VS1
1.07,61.7,58.0,6.54,6.61,4.06,5042.0,Premium,F,SI1
0.34,61.2,59.0,4.46,4.5,2.74,775.0,Very Good,G,VVS2
0.74,63.0,58.0,5.73,5.77,3.62,2282.0,Very Good,E,SI2
0.32,61.4,55.0,4.44,4.42,2.72,1080.0,Ideal,G,VVS1
0.31,61.9,58.0,4.33,4.36,2.69,625.0,Very Good,H,VVS2
0.34,63.9,56.0,4.43,4.4,2.82,536.0,Good,F,SI2
1.05,61.6,58.0,6.48,6.51,4.0,6936.0,Premium,G,VS1
0.6,61.6,55.0,5.43,5.48,3.36,2442.0,Ideal,E,VS1
0.32,61.3,57.0,4.41,4.37,2.69,756.0,Ideal,D,SI1
0.27,61.0,57.0,4.2,4.22,2.57,620.0,Ideal,F,VVS1
1.5,62.8,57.0,7.25,7.3,4.57,10959.0,Very Good,H,VS2
0.7,61.7,55.0,5.69,5.72,3.52,3004.0,Ideal,H,VS1
1.03,60.4,59.0,6.51,6.57,3.95,5012.0,Premium,I,VS1
1.01,60.7,58.0,6.42,6.49,3.92,5599.0,Premium,D,SI1
1.15,64.14,59.0,6.82,6.78,4.05,3735.0,Premium,H,SI2
0.42,62.6,58.0,4.8,4.76,2.99,803.0,Premium,I,SI1
0.7,63.2,57.0,5.63,5.61,3.55,2518.0,Very Good,E,SI1
0.7,63.0,55.0,5.65,5.69,3.57,2993.0,Ideal,G,VVS2
0.9,59.3,56.0,6.27,6.32,3.73,4016.0,Good,F,SI1
0.57,61.8,57.0,5.32,5.36,3.3,1397.0,Ideal,H,SI1
0.41,62.4,57.0,4.71,4.74,2.95,899.0,Very Good,G,VS1
1.23,62.5,59.0,6.8,6.84,4.26,5412.0,Premium,I,SI1
0.31,62.9,57.0,4.3,4.32,2.71,625.0,Very Good,G,VS1
0.46,61.7,60.0,4.94,4.98,3.06,1413.0,Very Good,G,VVS1
0.32,62.2,55.0,4.37,4.39,2.72,616.0,Very Good,F,VS1
0.41,61.7,57.0,4.8,4.73,2.94,1192.0,Ideal,F,VVS2
0.5,62.6,58.0,5.09,5.03,3.17,1121.0,Premium,G,SI2
0.31,61.8,57.0,4.36,4.41,2.71,734.0,Very Good,D,VS2
0.3,62.3,57.0,4.32,4.29,2.68,844.0,Ideal,E,VS2
1.01,65.5,62.0,6.19,6.23,4.07,5501.0,Fair,F,VS2
0.91,60.8,56.0,6.25,6.29,3.81,3968.0,Ideal,E,SI2
1.69,62.4,60.0,7.56,7.59,4.73,6320.0,Premium,I,I1
1.23,61.2,57.0,6.93,6.88,4.23,6015.0,Ideal,J,VS2
0.9,63.3,56.0,6.08,6.11,3.86,3752.0,Very Good,G,SI1
0.91,59.0,61.0,6.35,6.29,3.73,4663.0,Premium,D,SI1
0.53,61.4,58.0,5.19,5.17,3.18,1324.0,Premium,F,SI1
0.8,62.8,58.0,5.86,5.9,3.69,2363.0,Good,G,SI2
0.66,61.5,60.8,5.55,5.6,3.43,2275.0,Good,F,VS2
0.33,60.0,59.0,4.49,4.47,2.69,594.0,Premium,E,SI2
0.7,62.3,57.0,5.65,5.69,3.53,2196.0,Very Good,F,SI1
0.9,60.6,61.0,6.13,6.19,3.73,4072.0,Good,H,VS1
1.57,62.4,58.0,7.41,7.37,4.61,7976.0,Premium,I,SI2
0.7,61.9,57.0,5.66,5.75,3.53,2230.0,Ideal,F,SI1
0.26,62.5,57.0,4.06,4.1,2.55,605.0,Ideal,G,IF
0.82,61.3,56.0,6.02,6.05,3.7,4931.0,Ideal,F,VS2
0.33,63.0,57.0,4.39,4.37,2.76,557.0,Ideal,I,SI1
0.36,62.1,55.0,4.57,4.61,2.85,568.0,Ideal,H,VS2
0.5,63.4,58.0,5.07,5.02,3.2,1023.0,Very Good,J,VS2
1.17,60.6,56.0,6.87,6.84,4.15,9225.0,Ideal,G,VVS2
1.05,62.9,57.0,6.47,6.51,4.08,4398.0,Very Good,E,SI2
0.9,62.8,60.0,6.14,6.08,3.84,4052.0,Premium,G,VS2
0.52,61.1,55.0,5.2,5.27,3.2,1689.0,Ideal,E,VS2
1.01,60.5,60.0,6.52,6.5,3.94,4072.0,Premium,I,SI2
0.31,61.4,61.0,4.36,4.33,2.67,698.0,Premium,H,VS1
1.4,62.9,59.0,7.16,7.07,4.48,4939.0,Premium,J,SI1
1.51,61.8,57.0,7.37,7.31,4.54,7103.0,Ideal,G,SI2
1.02,62.88000000000001,58.0,6.48,6.55,3.9,4159.0,Good,G,SI2
1.01,60.9,58.0,6.53,6.47,3.96,7522.0,Premium,E,VS2
1.0,62.9,60.0,6.36,6.29,3.98,6989.0,Premium,G,VS1
0.53,63.4,56.0,5.16,5.18,3.28,1141.0,Good,E,SI2
1.22,61.5,55.0,6.86,6.87,4.22,5649.0,Ideal,J,VS1
0.33,61.08,58.0,4.42,4.34,2.74,594.0,Premium,I,VS2
0.5,59.3,59.0,5.19,5.24,3.09,1410.0,Premium,E,SI1
0.7,61.8,59.0,5.63,5.67,3.49,2952.0,Very Good,E,VS2
1.01,60.6,57.0,6.49,6.55,3.95,4239.0,Ideal,F,SI2
0.56,61.1,55.0,5.35,5.33,3.26,1743.0,Ideal,I,VVS1
1.2,61.9,58.0,6.75,6.82,4.2,6985.0,Very Good,F,SI1
1.03,62.1,56.3,6.43,6.5,4.02,10619.0,Ideal,F,VVS1
0.3,60.4,57.0,4.36,4.38,2.64,464.0,Ideal,J,VVS1
0.3,62.2,58.0,4.29,4.26,2.66,878.0,Premium,H,VVS1
1.51,62.3,59.0,7.35,7.31,4.57,7553.0,Premium,J,VS2
0.43,63.8,57.0,4.82,4.8,3.07,948.0,Good,F,SI1
0.71,62.1,54.0,5.72,5.75,3.56,2513.0,Ideal,G,SI1
0.4,62.3,56.0,4.74,4.77,2.96,1059.0,Ideal,D,VS1
1.01,62.8,60.0,6.38,6.39,4.01,5132.0,Very Good,E,SI1
1.07,61.6,55.0,6.62,6.59,4.07,4564.0,Ideal,E,SI2
0.39,62.1,54.6,4.67,4.7,2.91,1100.0,Ideal,E,VVS2
0.76,59.6,58.0,5.95,5.96,3.55,4596.0,Ideal,F,IF
1.13,63.4,58.0,6.58,6.61,4.18,3127.0,Good,G,I1
0.9,62.8,54.0,6.11,6.21,3.87,7286.0,Ideal,E,VVS2
0.3,63.8,56.0,4.3,4.26,2.73,574.0,Good,G,SI1
1.56,62.4,55.0,7.39,7.48,4.64,9081.0,Ideal,H,SI2
0.3,60.8,57.0,4.34,4.38,2.65,873.0,Ideal,F,IF
1.15,61.5,58.0,6.76,6.71,4.14,6492.0,Premium,G,VS2
0.71,61.7,56.0,5.73,5.71,3.53,1774.0,Premium,I,SI1
0.31,60.4,59.0,4.41,4.37,2.65,695.0,Premium,G,VS1
1.21,61.0,57.0,6.88,6.85,4.19,10335.0,Ideal,D,VS1
1.32,63.0,59.0,6.91,6.99,4.38,6085.0,Very Good,H,SI2
1.01,60.8,59.0,6.49,6.53,3.96,4869.0,Very Good,F,SI1
1.01,61.7,58.0,6.4,6.43,3.96,7372.0,Premium,F,VS1
0.3,61.8,56.0,4.32,4.29,2.66,844.0,Ideal,E,VS2
0.7,62.1,55.0,5.68,5.72,3.54,2409.0,Ideal,F,SI1
1.0,62.8,57.0,6.31,6.37,3.98,4207.0,Very Good,G,SI2
0.31,59.4,58.0,4.41,4.45,2.63,766.0,Premium,F,VVS1
0.72,62.8,57.0,5.68,5.73,3.58,3179.0,Ideal,D,VS2
2.0,63.8,57.0,7.93,7.88,5.04,10528.0,Good,D,SI2
0.72,62.2,56.0,5.72,5.75,3.57,2946.0,Ideal,H,VVS1
1.0,62.4,56.0,6.41,6.34,3.98,4956.0,Ideal,G,SI1
0.73,60.4,59.0,5.8,5.86,3.52,2703.0,Very Good,D,SI2
0.52,62.5,56.0,5.12,5.08,3.19,1385.0,Ideal,D,SI2
1.2,60.8,59.0,6.8,6.75,4.12,4301.0,Premium,H,SI2
0.7,62.8,57.0,5.66,5.68,3.56,2553.0,Very Good,E,VS2
0.9,62.8,58.0,6.13,6.16,3.86,3437.0,Very Good,H,SI1
0.32,63.2,55.0,4.37,4.39,2.77,645.0,Good,G,VS1
0.32,60.4,57.0,4.46,4.47,2.7,829.0,Ideal,F,VVS2
1.01,60.8,56.0,6.53,6.47,3.95,6346.0,Ideal,E,SI1
0.39,61.0,55.0,4.75,4.82,2.92,675.0,Ideal,G,SI1
1.51,61.5,58.0,7.45,7.32,4.45,10548.0,Premium,H,VS2
0.36,60.9,61.0,4.58,4.61,2.8,568.0,Very Good,I,VS1
0.39,61.1,57.0,4.73,4.76,2.9,1333.0,Ideal,E,IF
0.47,62.4,55.0,4.96,5.01,3.11,784.0,Ideal,G,SI2
0.3,61.8,56.0,4.3,4.34,2.67,661.0,Ideal,D,VS1
0.58,61.5,60.0,5.32,5.38,3.29,2001.0,Very Good,F,VS1
0.41,60.3,58.0,4.8,4.85,2.91,863.0,Premium,F,VS2
0.9,62.5,62.0,6.11,6.08,3.81,3881.0,Premium,F,SI1
0.51,62.7,57.0,5.05,5.12,3.19,1438.0,Very Good,G,VS2
0.55,63.6,57.0,5.15,5.19,3.29,1149.0,Very Good,I,SI1
1.04,61.3,57.0,6.53,6.56,4.01,7044.0,Ideal,G,VS2
1.31,61.7,59.0,6.96,7.01,4.31,6263.0,Very Good,H,SI2
0.36,61.0,56.0,4.61,4.63,2.82,587.0,Ideal,H,VS2
0.3,62.0,59.0,4.26,4.29,2.65,684.0,Very Good,H,VVS1
0.51,61.9,56.0,5.14,5.11,3.17,1882.0,Ideal,D,VS2
1.13,62.9,58.0,6.59,6.63,4.16,8561.0,Very Good,D,VS2
0.4,62.6,58.0,4.72,4.68,2.94,1050.0,Premium,F,VS1
0.56,62.0,56.0,5.27,5.31,3.28,1664.0,Ideal,F,VS2
1.03,64.4,61.0,6.33,6.25,4.05,4845.0,Fair,D,SI1
1.3,61.4,59.0,7.01,6.97,4.29,8164.0,Premium,F,SI1
0.76,60.160000000000004,60.0,5.88,5.76,3.61,2706.0,Premium,F,SI1
0.61,61.7,55.0,5.46,5.49,3.38,1659.0,Ideal,G,SI1
1.05,60.5,56.0,6.59,6.7,4.0,5821.0,Very Good,D,SI1
1.58,61.0,58.0,7.56,7.49,4.59,7592.0,Premium,J,VVS2
0.36,61.9,55.7,4.57,4.59,2.84,713.0,Ideal,D,SI1
0.31,59.3,59.0,4.42,4.38,2.61,521.0,Premium,I,VS2
1.04,60.0,61.0,6.5,6.57,3.92,4427.0,Very Good,F,SI2
0.26,62.0,59.0,4.08,4.15,2.55,597.0,Very Good,F,VVS1
0.51,59.7,59.0,5.19,5.2,3.1,2369.0,Very Good,E,VVS1
1.43,62.8,56.0,7.13,7.19,4.5,6579.0,Very Good,J,VS2
1.23,58.0,59.0,7.02,6.97,4.06,4470.0,Premium,D,SI2
1.01,61.9,61.0,6.34,6.29,3.91,3394.0,Premium,H,SI2
0.4,63.4,56.0,4.68,4.72,2.98,783.0,Good,G,VS1
0.61,62.4,53.6,5.42,5.45,3.39,2907.0,Ideal,E,VVS2
0.27,62.0,60.0,4.15,4.17,2.58,552.0,Very Good,E,VVS2
1.03,62.0,56.0,6.44,6.49,4.01,5093.0,Ideal,H,SI1
0.73,61.4,58.0,5.83,5.8,3.57,2197.0,Premium,F,SI2
1.61,60.9,63.0,7.54,7.5,4.58,7775.0,Very Good,I,SI2
1.0,62.3,56.0,6.46,6.44,3.96,4861.0,Ideal,G,SI2
1.0,60.8,57.0,6.45,6.47,3.93,7744.0,Ideal,G,VVS2
1.96,66.8,55.0,7.62,7.6,5.08,6147.0,Fair,I,I1
0.72,61.8,61.0,5.67,5.72,3.53,2048.0,Good,I,VS1
0.31,61.7,56.0,4.38,4.41,2.71,890.0,Ideal,E,VVS1
0.33,60.9,57.0,4.48,4.52,2.74,666.0,Ideal,H,VVS2
0.3,62.3,58.0,4.25,4.29,2.66,670.0,Ideal,D,VS2
1.15,62.4,54.0,6.71,6.76,4.2,6106.0,Ideal,H,SI1
0.35,61.6,56.0,4.52,4.54,2.79,767.0,Ideal,E,VS2
1.13,61.8,57.0,6.71,6.68,4.14,5232.0,Ideal,F,SI2
1.01,62.6,58.0,6.43,6.38,4.01,3818.0,Premium,I,SI2
0.75,61.6,55.0,5.86,5.89,3.62,3073.0,Ideal,G,VS2
0.37,62.1,54.0,4.6,4.64,2.87,1056.0,Ideal,G,IF
1.41,63.8,60.0,7.12,7.04,4.52,9254.0,Good,H,VS2
0.31,62.1,55.0,4.33,4.36,2.7,516.0,Ideal,E,SI1
0.32,62.0,56.0,4.41,4.37,2.72,828.0,Ideal,G,VS1
