carat,depth,table,x,y,z,price,cut,color,clarity
1.02,62.1,56.0,6.41,6.44,3.99,4162.0,Ideal,F,SI2
0.71,61.1,56.0,5.75,5.77,3.52,2264.0,Ideal,G,SI2
1.2,62.3,54.0,6.82,6.86,4.26,10812.0,Ideal,G,VVS2
0.35,60.6,56.0,4.57,4.6,2.78,706.0,Ideal,G,VS1
0.5,62.3,59.0,5.1,5.04,3.16,1016.0,Premium,F,SI2
0.51,61.0,57.0,5.17,5.19,3.16,1933.0,Ideal,G,VVS1
0.5,61.7,58.0,5.15,5.09,3.16,1059.0,Premium,I,SI1
0.51,63.5,60.0,5.04,5.01,3.19,1268.0,Very Good,H,VS2
1.35,66.5,57.0,6.79,6.74,4.5,4423.0,Fair,I,SI2
0.38,61.1,57.0,4.71,4.69,2.87,1160.0,Ideal,F,VVS1
0.76,59.8,57.0,5.93,5.91,3.54,2227.0,Premium,H,SI1
0.73,61.3,60.0,5.72,5.79,3.53,2430.0,Very Good,H,VS2
1.02,60.2,60.0,6.45,6.39,3.87,3713.0,Premium,I,SI1
0.34,61.0,56.0,4.52,4.53,2.76,939.0,Very Good,F,VVS1
1.38,61.0,56.0,7.22,7.26,4.42,5765.0,Ideal,J,SI2
0.34,61.1,58.0,4.47,4.5,2.74,537.0,Premium,H,VS2
0.53,61.6,57.0,5.18,5.21,3.2,1721.0,Very Good,E,VS2
0.57,64.6,59.0,5.22,5.18,3.36,1383.0,Fair,E,SI1
0.74,63.0,56.0,5.75,5.77,3.63,2277.0,Very Good,G,SI2
0.28,61.9,56.0,4.18,4.2,2.59,429.0,Very Good,H,VS1
1.03,62.8,56.0,6.46,6.43,4.05,4764.0,Ideal,D,SI2
0.78,61.1,59.0,5.91,5.88,3.6,1846.0,Premium,H,SI2
0.64,61.8,55.0,5.56,5.57,3.44,1880.0,Ideal,H,SI1
0.9,58.7,59.0,6.3,6.35,3.71,3447.0,Very Good,H,SI1
1.3,61.6,58.0,7.07,6.92,4.33,5788.0,Premium,F,SI2
1.2,63.6,57.0,6.71,6.74,4.28,10982.0,Good,F,VVS1
0.8,62.4,58.0,5.9,5.96,3.7,3357.0,Ideal,I,IF
0.51,61.9,55.0,5.14,5.17,3.19,1926.0,Ideal,G,VVS2
1.46,62.3,55.0,7.29,7.25,4.53,8421.0,Ideal,E,SI2
0.56,62.8,57.0,5.21,5.23,3.28,1699.0,Ideal,E,VS2
1.5,62.9,59.0,7.26,7.31,4.58,11748.0,Very Good,H,VVS2
1.22,59.5,57.0,6.91,6.97,4.13,5761.0,Ideal,I,VS2
1.21,61.6,55.0,6.88,6.8,4.21,7086.0,Ideal,I,VVS1
1.01,60.4,61.0,6.45,6.5,3.91,6132.0,Ideal,G,VS2
0.38,60.4,58.0,4.67,4.7,2.83,744.0,Very Good,E,VS2
1.25,61.4,55.0,6.92,6.99,4.27,5395.0,Ideal,I,SI2
0.27,62.6,56.0,4.13,4.15,2.59,622.0,Ideal,D,VVS2
1.01,59.6,62.0,6.47,6.56,3.88,9965.0,Very Good,F,IF
1.0,62.7,58.0,6.34,6.39,3.99,5246.0,Ideal,D,SI2
0.9,61.2,57.0,6.28,6.24,3.83,4064.0,Ideal,H,VS1
0.4,61.5,59.0,4.71,4.76,2.91,982.0,Very Good,F,VS1
1.0,62.7,58.0,6.41,6.34,4.0,4579.0,Premium,E,SI2
0.24,62.4,56.0,3.97,3.99,2.48,559.0,Ideal,G,VVS1
0.24,61.5,60.0,3.97,4.0,2.45,553.0,Very Good,D,VVS1
0.56,61.2,57.0,5.29,5.33,3.25,1388.0,Ideal,H,VS2
0.51,60.9,61.0,5.17,5.11,3.13,2035.0,Premium,G,VVS2
0.34,62.8,58.0,4.46,4.43,2.79,574.0,Premium,G,SI2
0.9,62.7,56.0,6.15,6.2,3.87,3964.0,Very Good,H,VS1
1.01,62.0,61.0,6.29,6.38,3.93,5497.0,Good,G,VS2
1.21,62.8,55.0,6.78,6.82,4.27,8286.0,Ideal,H,VVS1
0.9,61.1,63.0,6.17,6.2,3.78,4134.0,Very Good,E,VS2
1.14,62.3,58.0,6.65,6.7,4.16,5469.0,Ideal,I,SI1
0.31,61.1,57.0,4.34,4.36,2.66,729.0,Ideal,F,VS1
1.51,62.7,57.0,7.33,7.29,4.58,7145.0,Premium,G,SI2
0.44,62.3,55.0,4.88,4.85,3.03,1294.0,Ideal,D,VS1
0.42,62.0,56.0,4.79,4.83,2.98,798.0,Ideal,G,VVS2
0.46,62.7,56.0,4.91,4.94,3.09,1418.0,Ideal,F,VS1
0.84,59.2,59.0,6.19,6.14,3.65,3086.0,Premium,E,SI2
1.23,61.9,60.6,6.79,6.85,4.22,3835.0,Very Good,H,I1
1.02,60.6,60.0,6.55,6.48,3.95,5393.0,Very Good,H,VS2
0.51,62.9,56.0,5.1,5.07,3.2,1716.0,Ideal,D,VS2
1.48,61.3,58.0,7.39,7.32,4.51,7086.0,Premium,I,SI2
0.78,61.0,55.0,6.0,5.96,3.65,3036.0,Ideal,F,SI1
0.9,61.8,58.0,6.21,6.19,3.83,3251.0,Premium,I,SI1
0.35,62.1,58.0,4.54,4.51,2.81,827.0,Premium,D,SI1
0.51,61.8,58.0,5.15,5.11,3.17,1443.0,Premium,E,SI1
1.01,62.8,56.0,6.35,6.43,4.01,5049.0,Very Good,G,SI1
0.51,62.3,56.0,5.14,5.13,3.2,1837.0,Premium,E,VS1
0.9,62.6,57.0,6.13,6.2,3.86,3808.0,Ideal,E,SI2
0.43,61.0,57.0,4.84,4.87,2.96,905.0,Very Good,F,VS2
0.77,62.6,55.0,5.9,5.85,3.68,2524.0,Premium,I,VS1
1.22,60.8,59.0,6.87,6.91,4.19,9475.0,Very Good,E,VS2
0.9,64.0,59.0,5.97,5.99,3.83,3696.0,Good,F,SI1
1.06,62.2,56.0,6.49,6.53,4.05,4313.0,Ideal,I,SI1
1.01,60.0,58.0,6.54,6.5,3.91,5204.0,Premium,G,SI1
1.34,62.0,57.0,7.12,7.04,4.39,6010.0,Ideal,J,VS1
0.26,62.3,56.0,4.07,4.09,2.54,486.0,Very Good,G,VVS2
0.56,61.4,57.0,5.31,5.34,3.27,1723.0,Ideal,D,SI1
0.32,63.0,55.0,4.35,4.38,2.75,645.0,Very Good,G,VS1
0.27,61.7,57.0,4.2,4.16,2.58,752.0,Ideal,D,VVS1
0.32,62.1,57.0,4.35,4.38,2.71,645.0,Ideal,F,VS2
1.07,62.0,59.0,6.54,6.5,4.04,4401.0,Premium,G,SI2
1.5,64.2,56.0,7.2,7.26,4.64,7161.0,Good,H,SI2
0.3,61.7,57.0,4.3,4.32,2.66,422.0,Ideal,I,SI1
0.73,61.0,56.0,5.82,5.86,3.56,3783.0,Ideal,G,VVS2
0.31,62.6,57.0,4.27,4.33,2.69,625.0,Ideal,F,VS2
1.2,60.9,59.0,6.87,6.79,4.16,9139.0,Very Good,G,VVS1
0.31,63.5,55.0,4.3,4.33,2.74,363.0,Good,J,SI1
1.01,62.0,58.0,6.36,6.45,3.97,8532.0,Premium,F,VVS2
1.0,64.1,60.0,6.25,6.19,3.99,4586.0,Good,F,SI1
0.71,62.3,56.0,5.72,5.7,3.56,3316.0,Ideal,D,SI1
2.01,56.9,59.0,8.41,8.3,4.74,11312.0,Good,I,SI2
0.55,59.7,58.0,5.33,5.35,3.19,1269.0,Premium,E,SI2
0.41,61.7,56.0,4.77,4.8,2.95,1367.0,Ideal,G,IF
1.21,62.0,56.0,6.8,6.84,4.23,10378.0,Ideal,G,VVS2
0.79,62.2,55.0,5.9,5.97,3.69,3827.0,Ideal,E,VS2
0.24,61.160000000000004,59.0,4.03,4.04,2.43,419.0,Very Good,D,VS2
1.23,62.1,58.0,6.85,6.78,4.23,5183.0,Premium,H,SI1
0.5,59.9,57.0,5.19,5.16,3.1,1286.0,Ideal,F,SI1
0.41,60.5,56.0,4.81,4.85,2.92,834.0,Very Good,G,VS2
0.59,61.9,58.0,5.35,5.38,3.32,1287.0,Very Good,J,VS2
1.09,62.6,56.0,6.62,6.55,4.12,5601.0,Premium,H,VS2
0.9,62.3,58.0,6.05,6.27,3.84,3806.0,Good,D,SI2
0.35,61.92,55.0,4.55,4.57,2.8,446.0,Ideal,J,VS2
1.01,62.8,58.0,6.36,6.38,4.0,4559.0,Very Good,H,SI1
1.09,61.2,57.0,6.64,6.6,4.05,4981.0,Ideal,F,SI2
0.32,62.2,59.0,4.37,4.41,2.73,365.0,Premium,J,SI1
1.51,59.9,55.0,7.44,7.52,4.48,9218.0,Very Good,H,SI1
0.4,63.1,56.0,4.68,4.7,2.96,895.0,Very Good,F,VS1
1.03,61.2,57.0,6.59,6.51,4.01,4764.0,Ideal,D,SI2
0.3,61.9,59.0,4.25,4.28,2.64,684.0,Premium,G,VVS2
0.7,62.7,56.0,5.6,5.66,3.53,2877.0,Good,H,VVS1
0.3,62.9,56.0,4.24,4.28,2.68,710.0,Very Good,D,VS2
1.07,61.0,55.0,6.62,6.65,4.05,4604.0,Ideal,H,SI2
0.71,64.3,58.0,5.61,5.55,3.59,2258.0,Good,F,SI1
0.33,61.5,55.0,4.46,4.49,2.75,532.0,Ideal,E,SI1
0.38,61.8,56.0,4.65,4.67,2.88,1013.0,Ideal,D,VS2
0.9,61.9,59.0,6.14,6.2,3.82,3119.0,Very Good,J,VS2
1.22,62.3,57.0,6.84,6.8,4.25,8731.0,Premium,F,VS2
0.32,61.3,56.0,4.41,4.46,2.72,612.0,Ideal,E,VS2
0.7,58.6,56.0,5.8,5.74,3.38,2208.0,Fair,G,SI2
0.54,62.7,57.0,5.2,5.23,3.27,1111.0,Ideal,E,SI2
0.9,62.279999999999994,58.0,6.15,6.22,3.86,4801.0,Premium,F,VS2
0.33,60.2,58.0,4.49,4.55,2.72,579.0,Very Good,E,SI1
0.51,64.0,57.0,5.01,5.06,3.22,1186.0,Good,F,SI1
0.31,61.3,60.0,4.32,4.39,2.67,680.0,Premium,E,VS2
0.34,62.2,56.0,4.48,4.53,2.8,537.0,Ideal,H,VS2
0.31,62.1,58.0,4.36,4.33,2.7,593.0,Premium,G,SI1
0.73,63.3,57.0,5.69,5.72,3.61,2388.0,Good,E,SI2
1.28,60.4,61.0,7.08,7.03,4.26,6766.0,Very Good,H,SI2
1.0,60.0,60.0,6.43,6.43,3.89,6720.0,Premium,E,VS2
0.41,59.8,57.0,4.81,4.85,2.89,827.0,Ideal,G,VS2
1.0,64.4,55.0,6.33,6.3,4.07,7392.0,Fair,E,VS1
0.5,61.9,59.0,5.07,5.1,3.15,1712.0,Ideal,D,VS2
1.15,61.1,57.0,6.82,6.77,4.15,5120.0,Premium,F,SI2
0.54,62.1,54.0,5.24,5.26,3.26,2180.0,Ideal,F,VVS2
0.36,60.3,60.0,4.58,4.64,2.78,568.0,Very Good,I,VS1
0.3,60.8,56.0,4.37,4.35,2.65,1013.0,Ideal,H,IF
0.7,63.0,56.0,5.66,5.61,3.55,1827.0,Premium,J,SI1
0.4,61.1,56.0,4.78,4.81,2.93,1908.0,Ideal,F,VVS1
0.31,61.4,58.0,4.36,4.4,2.69,625.0,Premium,F,VS2
0.9,64.7,58.0,5.94,6.03,3.87,3104.0,Fair,G,SI2
0.35,62.4,56.0,4.47,4.53,2.81,798.0,Very Good,G,VVS2
1.51,63.7,58.0,7.26,7.22,4.61,8464.0,Good,I,SI1
0.9,62.1,56.0,6.2,6.16,3.84,4088.0,Ideal,G,SI1
0.34,60.2,58.0,4.51,4.56,2.73,596.0,Premium,G,VS2
0.5,63.4,56.0,5.01,5.06,3.19,1354.0,Very Good,D,SI1
0.7,63.0,61.0,5.64,5.59,3.54,2648.0,Premium,F,VS2
0.72,61.2,58.0,5.72,5.78,3.52,2300.0,Ideal,F,SI2
1.74,59.9,59.0,7.88,7.8,4.7,10874.0,Premium,H,SI2
0.38,61.9,55.0,4.67,4.7,2.9,1096.0,Ideal,F,VVS1
0.3,62.4,54.0,4.32,4.34,2.7,367.0,Ideal,I,SI2
0.9,62.4,56.0,6.14,6.19,3.85,3867.0,Ideal,I,VS1
0.61,61.8,56.0,5.42,5.46,3.36,1989.0,Very Good,F,VS2
1.31,63.4,58.0,6.91,6.8,4.35,4714.0,Very Good,G,SI2
0.25,61.8,56.0,4.07,4.09,2.52,595.0,Ideal,F,VS1
0.28,62.0,56.0,4.2,4.24,2.62,503.0,Ideal,I,VS1
0.79,58.6,57.0,6.08,6.14,3.58,3398.0,Very Good,F,VS1
1.03,61.46,57.0,6.42,6.46,4.03,5366.0,Ideal,F,SI1
0.55,62.7,58.0,5.28,5.25,3.3,2376.0,Premium,F,VS2
1.51,60.3,57.0,7.44,7.48,4.5,11836.0,Very Good,G,SI1
0.7,63.1,56.0,5.62,5.69,3.57,2421.0,Very Good,E,SI1
0.9,62.0,59.0,6.14,6.19,3.82,3445.0,Very Good,G,SI2
0.3,61.0,56.0,4.3,4.33,2.63,552.0,Ideal,D,SI1
0.32,61.2,59.0,4.4,4.42,2.7,645.0,Premium,F,VS2
0.83,63.7,60.9,5.84,5.92,3.75,3195.0,Good,G,VS2
1.02,62.8,59.0,6.33,6.38,3.99,4348.0,Very Good,H,SI1
0.54,61.5,55.1,5.25,5.27,3.23,1395.0,Ideal,G,SI1
0.72,61.3,56.0,5.76,5.8,3.54,3352.0,Ideal,G,VVS2
0.3,62.6,56.0,4.26,4.29,2.67,857.0,Ideal,F,VVS1
0.72,63.5,57.0,5.66,5.68,3.6,2369.0,Very Good,I,VS1
1.03,62.5,56.0,6.45,6.48,4.04,4441.0,Ideal,E,SI2
1.0,63.8,58.0,6.31,6.19,3.99,6272.0,Good,E,VS2
1.15,61.8,61.0,6.62,6.69,4.11,5186.0,Very Good,D,SI2
1.11,60.8,57.0,6.7,6.73,4.08,9792.0,Very Good,F,VVS2
0.78,63.8,56.0,5.81,5.85,3.72,2759.0,Very Good,G,SI2
1.0,59.4,56.0,6.53,6.56,3.89,7367.0,Very Good,E,VS1
0.31,59.2,60.0,4.47,4.42,2.63,698.0,Premium,G,VS2
0.36,63.4,54.0,4.51,4.57,2.88,739.0,Good,D,VS2
1.53,63.1,57.0,7.28,7.34,4.61,8095.0,Good,I,SI1
0.71,60.4,61.0,5.77,5.81,3.5,2492.0,Very Good,G,VS2
1.01,63.5,58.0,6.35,6.25,4.0,4751.0,Fair,D,SI1
0.69,60.8,55.0,5.74,5.77,3.5,3323.0,Very Good,G,VVS1
0.9,62.4,59.0,6.1,6.15,3.82,4320.0,Very Good,G,SI1
0.9,62.6,58.0,6.08,6.12,3.82,3447.0,Very Good,H,SI1
1.01,62.9,58.0,6.37,6.47,4.04,6221.0,Very Good,E,VS2
0.42,61.2,57.0,4.83,4.87,2.97,1299.0,Ideal,I,VVS2
0.41,61.2,57.0,4.79,4.85,2.95,1205.0,Ideal,F,VVS1
0.36,60.8,58.0,4.61,4.57,2.79,608.0,Premium,G,SI2
1.51,63.0,57.0,7.29,7.25,4.58,11035.0,Ideal,F,SI1
0.9,62.5,58.0,6.12,6.16,3.84,3798.0,Very Good,D,SI2
0.4,61.2,58.0,4.74,4.86,2.94,847.0,Very Good,F,VS1
1.15,62.9,54.0,6.72,6.69,4.22,7978.0,Very Good,D,VS1
1.04,62.4,56.0,6.51,6.47,4.05,9897.0,Ideal,E,VVS2
1.02,62.9,56.0,6.43,6.36,4.02,4478.0,Premium,E,SI2
0.57,64.1,55.0,5.28,5.27,3.38,1613.0,Good,G,VS2
1.51,63.7,61.0,7.11,7.15,4.54,8097.0,Good,I,SI1
0.33,61.8,60.0,4.44,4.4,2.73,1114.0,Premium,H,IF
1.04,58.6,60.0,6.67,6.63,3.9,4368.0,Premium,H,SI2
0.3,60.4,61.0,4.34,4.3,2.61,675.0,Premium,H,VS1
0.36,62.3,58.0,4.55,4.51,2.82,1013.0,Premium,E,VS2
0.91,63.8,59.0,5.99,5.96,3.82,3192.0,Good,H,VS2
0.51,62.4,55.0,5.09,5.14,3.19,1343.0,Ideal,E,SI1
0.33,62.3,54.0,4.45,4.48,2.78,480.0,Ideal,I,VS2
1.04,62.8,54.0,6.39,6.5,4.05,7481.0,Very Good,G,VVS2
0.33,60.9,56.0,4.45,4.48,2.72,814.0,Ideal,E,VVS2
0.9,61.6,58.0,6.15,6.09,3.77,3478.0,Premium,I,VS2
0.36,61.0,55.0,4.6,4.62,2.81,1131.0,Ideal,E,VVS2
0.72,61.5,58.0,5.72,5.76,3.53,2642.0,Ideal,F,SI1
0.25,60.4,59.0,4.09,4.12,2.48,575.0,Very Good,F,VVS2
0.79,61.8,60.0,5.96,5.92,3.67,2317.0,Premium,I,SI1
0.72,62.1,59.0,5.69,5.74,3.55,3059.0,Very Good,F,VS1
0.9,62.4,57.0,6.19,6.14,3.85,3609.0,Premium,E,SI1
1.2,63.1,58.0,6.66,6.72,4.22,4752.0,Good,I,SI1
1.55,61.8,55.0,7.4,7.44,4.58,11574.0,Ideal,I,VS2
0.8,61.6,56.0,5.96,6.0,3.68,3267.0,Very Good,F,SI1
0.9,63.6,60.0,6.11,6.06,3.87,3193.0,Good,H,SI2
1.25,60.0,61.0,7.03,6.92,4.23,8736.0,Premium,G,VS1
0.9,63.6,58.0,6.09,6.12,3.88,4540.0,Good,G,VS1
0.52,61.8,56.0,5.15,5.18,3.19,2430.0,Ideal,E,VVS2
0.7,62.7,56.0,5.73,5.63,3.56,2697.0,Ideal,E,VS2
0.31,61.7,58.0,4.34,4.31,2.67,872.0,Premium,E,VS2
0.47,62.2,55.0,4.99,5.01,3.11,1178.0,Ideal,I,IF
0.41,62.6,57.0,4.68,4.77,2.96,603.0,Ideal,F,SI2
0.26,61.8,55.0,4.08,4.11,2.53,377.0,Ideal,G,SI1
0.55,62.7,55.0,5.26,5.24,3.29,1698.0,Ideal,F,VS2
0.3,62.6,54.0,4.28,4.31,2.69,658.0,Ideal,E,VS2
1.2,63.1,57.0,6.74,6.69,4.24,8032.0,Very Good,G,VS2
1.71,60.9,58.0,7.68,7.72,4.69,11248.0,Premium,G,SI2
1.24,61.8,59.0,6.85,6.88,4.24,6438.0,Very Good,G,SI1
1.29,61.7,59.0,6.93,6.97,4.29,5463.0,Premium,J,VS1
0.24,61.8,56.0,4.01,4.04,2.48,608.0,Very Good,F,VVS2
1.0,61.2,58.0,6.49,6.38,3.94,6462.0,Premium,G,VS1
0.71,62.8,60.0,5.6,5.65,3.53,2836.0,Good,E,VS2
0.59,62.5,56.0,5.4,5.36,3.36,2578.0,Premium,E,VS2
1.01,61.0,57.0,6.52,6.46,3.96,8688.0,Ideal,F,VVS2
1.23,60.1,60.0,6.9,6.95,4.16,5209.0,Premium,J,VS1
1.01,61.3,56.0,6.53,6.45,3.98,4438.0,Very Good,I,VS2
0.31,59.8,60.0,4.4,4.43,2.64,544.0,Premium,G,VS2
1.51,61.1,57.0,7.46,7.4,4.54,11465.0,Ideal,G,SI1
1.56,60.4,59.0,7.5,7.53,4.54,10642.0,Ideal,H,SI1
0.53,61.4,55.0,5.21,5.25,3.21,1857.0,Ideal,D,VS2
0.59,61.0,57.0,5.43,5.46,3.32,1816.0,Ideal,D,SI1
1.08,62.9,55.0,6.6,6.53,4.13,6982.0,Premium,G,VS1
0.5,62.8,56.0,5.04,5.08,3.18,1752.0,Very Good,D,VS2
1.52,56.3,61.0,7.7,7.62,4.31,7702.0,Fair,D,SI2
0.41,63.8,57.0,4.71,4.73,3.01,727.0,Very Good,D,SI2
0.92,61.4,54.6,6.25,6.29,3.85,4258.0,Ideal,E,SI1
1.33,61.3,59.0,7.06,6.93,4.29,4634.0,Premium,G,SI2
1.0,58.4,60.0,6.36,6.3,3.7,4514.0,Premium,H,VS2
0.3,62.1,55.0,4.26,4.31,2.66,605.0,Ideal,F,VS2
0.73,62.2,56.0,5.72,5.75,3.57,3856.0,Very Good,D,VS1
0.54,61.6,57.0,5.25,5.23,3.23,1720.0,Ideal,J,VVS2
0.53,63.5,59.0,5.17,5.13,3.27,1678.0,Very Good,E,VS2
1.17,59.4,57.0,6.93,6.87,4.1,7155.0,Ideal,G,VS1
0.37,61.4,56.0,4.6,4.65,2.84,606.0,Ideal,E,SI1
0.31,61.4,56.0,4.38,4.35,2.68,907.0,Ideal,G,VVS2
1.23,61.2,55.8,6.9,6.94,4.23,11081.0,Very Good,G,VVS1
0.5,62.2,58.0,5.03,4.87,3.1,1073.0,Premium,E,SI1
1.01,61.8,59.0,6.44,6.37,3.96,4242.0,Premium,I,SI1
0.38,61.9,55.0,4.7,4.64,2.89,898.0,Ideal,E,SI1
1.13,61.5,56.0,6.71,6.73,4.13,8051.0,Ideal,G,VS1
0.33,61.9,56.0,4.4,4.45,2.74,723.0,Ideal,E,VS2
1.22,62.6,57.4,6.76,6.8,4.24,6763.0,Premium,I,VS1
0.3,61.8,60.0,4.29,4.32,2.66,605.0,Premium,G,VS1
1.13,61.6,57.0,6.68,6.7,4.12,7159.0,Ideal,G,VS2
0.24,62.9,59.0,3.95,3.97,2.49,492.0,Very Good,D,VVS2
0.5,62.1,54.0,5.13,5.11,3.18,1746.0,Ideal,E,VS2
1.21,63.7,58.0,6.67,6.71,4.26,7911.0,Good,F,VS2
0.8,61.6,57.0,5.97,5.94,3.67,4140.0,Ideal,F,VVS2
0.9,62.7,59.0,6.09,6.16,3.84,4543.0,Very Good,G,VS2
1.09,60.3,57.0,6.68,6.73,4.04,8305.0,Ideal,G,VS1
1.01,62.1,52.0,6.5,6.45,4.02,9013.0,Premium,F,VVS2
0.38,61.8,56.0,4.65,4.64,2.87,1069.0,Ideal,G,VS1
1.55,60.8,60.0,7.54,7.5,4.57,8593.0,Premium,H,VS1
0.5,60.9,58.0,5.08,5.1,3.1,1351.0,Very Good,G,VS2
0.35,60.9,56.0,4.54,4.56,2.77,1035.0,Ideal,F,IF
0.5,61.7,61.0,5.09,5.12,3.15,2083.0,Very Good,E,VVS2
0.91,63.3,58.0,6.11,6.06,3.85,3756.0,Very Good,H,SI2
0.54,61.2,57.0,5.21,5.25,3.2,1723.0,Ideal,H,VVS1
1.31,62.4,57.0,6.96,6.88,4.32,8227.0,Ideal,F,SI1
1.02,59.3,59.0,6.56,6.6,3.9,4532.0,Very Good,I,VS2
0.64,60.7,59.0,5.58,5.62,3.4,2224.0,Ideal,D,VS2
0.79,61.6,56.0,5.95,5.97,3.67,2756.0,Ideal,I,SI1
0.37,61.5,59.0,4.59,4.62,2.83,616.0,Premium,F,SI1
0.46,62.2,55.0,4.94,4.99,3.09,1450.0,Ideal,H,IF
2.0,66.4,55.0,7.82,7.67,5.15,11189.0,Fair,J,SI1
0.46,61.2,56.0,4.97,5.0,3.05,1299.0,Ideal,H,SI1
1.0,60.7,60.0,6.55,6.49,3.96,4930.0,Premium,H,VS2
0.31,62.6,60.0,4.35,4.31,2.71,698.0,Premium,E,SI1
0.31,63.6,55.0,4.29,4.32,2.74,544.0,Good,H,VS1
1.5,62.9,58.0,7.21,7.31,4.57,10147.0,Very Good,I,IF
0.54,61.3,56.0,5.22,5.26,3.21,1892.0,Ideal,D,VS2
0.38,62.5,56.0,4.67,4.64,2.91,1140.0,Ideal,D,VS1
0.53,62.1,54.0,5.18,5.22,3.23,1893.0,Ideal,G,VVS2
1.01,62.4,57.0,6.37,6.41,3.99,4336.0,Ideal,I,SI2
0.9,61.3,58.0,6.13,6.08,3.74,3714.0,Premium,F,SI1
0.42,61.8,58.0,4.81,4.84,2.98,773.0,Premium,F,SI1
0.34,62.9,56.0,4.45,4.48,2.81,477.0,Very Good,E,SI2
0.34,61.1,59.0,4.48,4.52,2.75,775.0,Premium,H,VVS1
0.3,61.5,60.0,4.29,4.26,2.63,776.0,Premium,F,VS2
0.58,62.9,54.0,5.31,5.34,3.35,2082.0,Very Good,E,VS1
1.03,61.5,55.0,6.48,6.57,4.01,8998.0,Very Good,F,VVS2
1.18,61.7,57.0,6.81,6.73,4.17,4956.0,Premium,H,SI2
0.3,62.9,57.0,4.26,4.29,2.69,421.0,Very Good,H,SI1
1.56,61.2,57.0,7.48,7.52,4.59,11047.0,Ideal,F,SI1
1.16,58.7,58.0,6.89,6.87,4.04,8346.0,Premium,E,VS1
1.0,59.6,57.0,6.43,6.42,3.83,7168.0,Ideal,E,VS2
0.4,61.9,55.0,4.71,4.75,2.93,682.0,Very Good,G,SI1
1.0,62.3,56.0,6.43,6.38,3.99,4032.0,Ideal,J,VS1
0.91,64.4,57.0,6.11,6.09,3.93,2763.0,Fair,H,SI2
0.31,62.4,60.0,4.34,4.32,2.7,573.0,Premium,H,SI1
0.38,60.2,58.0,4.71,4.66,2.82,1069.0,Premium,E,VS1
0.7,65.5,57.0,5.46,5.54,3.6,2657.0,Good,E,VS1
0.32,61.5,59.0,4.41,4.37,2.7,936.0,Premium,H,VVS1
0.55,61.61999999999999,54.0,5.29,5.26,3.28,1741.0,Ideal,E,VS2
0.53,62.0,55.0,5.22,5.24,3.24,1631.0,Ideal,D,SI1
0.28,62.2,54.0,4.19,4.23,2.62,462.0,Ideal,H,VS1
0.31,63.0,56.0,4.34,4.3,2.72,593.0,Ideal,G,SI1
0.5,61.0,56.0,5.11,5.15,3.13,2272.0,Ideal,D,VVS2
0.56,62.8,57.6,5.26,5.31,3.32,1659.0,Very Good,E,SI1
0.25,62.1,56.0,4.02,4.05,2.5,525.0,Ideal,G,VVS2
1.51,63.1,59.0,7.28,7.26,4.59,11934.0,Very Good,H,VVS2
0.78,62.4,58.0,5.83,5.8,3.63,2777.0,Premium,F,SI1
1.36,59.9,58.0,7.16,7.2,4.3,9178.0,Very Good,H,VS1
1.16,61.9,56.0,6.77,6.73,4.18,4969.0,Ideal,G,SI2
0.4,60.1,58.0,4.76,4.72,2.85,1125.0,Premium,E,VS1
0.76,59.9,59.0,5.94,5.92,3.55,2052.0,Premium,J,VS2
1.13,61.8,56.0,6.69,6.73,4.15,4984.0,Ideal,F,SI2
0.33,61.9,53.0,4.46,4.49,2.77,781.0,Ideal,D,VS2
0.35,60.8,57.0,4.61,4.57,2.79,952.0,Ideal,D,VS1
1.24,60.1,59.0,6.95,7.02,4.2,5783.0,Very Good,I,VS2
0.32,61.7,56.0,4.42,4.4,2.72,990.0,Ideal,F,VVS1
1.04,60.2,58.0,6.65,6.64,4.0,6360.0,Premium,G,VS1
1.51,57.4,61.0,7.49,7.63,4.34,9678.0,Fair,H,VS2
1.02,62.7,56.0,6.38,6.44,4.02,6732.0,Ideal,E,VS2
0.71,63.6,57.0,5.69,5.66,3.61,2450.0,Good,I,VVS2
1.4,62.1,60.0,7.21,7.12,4.45,8133.0,Premium,H,SI1
0.8,63.1,58.0,5.89,5.93,3.73,3093.0,Very Good,F,SI1
0.31,62.2,57.0,4.32,4.36,2.7,625.0,Ideal,H,VVS2
1.17,59.6,62.0,6.88,6.82,4.08,6336.0,Very Good,H,SI1
1.23,62.1,55.9,6.82,6.85,4.24,6088.0,Ideal,H,SI2
1.16,61.5,57.0,6.75,6.78,4.16,5207.0,Ideal,I,VS2
0.41,62.7,57.0,4.77,4.74,2.98,969.0,Ideal,E,SI1
1.06,62.2,61.0,6.47,6.53,4.04,4357.0,Good,F,SI2
0.43,62.4,54.0,4.84,4.87,3.03,1318.0,Ideal,G,IF
0.41,62.8,58.0,4.73,4.76,2.98,779.0,Very Good,D,VS2
0.51,64.3,55.0,5.12,5.05,3.27,1624.0,Good,E,SI1
1.5,61.9,57.0,7.31,7.38,4.55,11939.0,Very Good,E,VS2
0.3,61.8,60.0,4.29,4.25,2.64,630.0,Premium,G,VS2
1.09,60.9,54.0,6.66,6.73,4.08,7385.0,Ideal,F,VS2
0.3,62.2,56.0,4.25,4.3,2.66,552.0,Ideal,D,SI1
0.33,61.0,54.0,4.52,4.49,2.75,950.0,Ideal,E,VVS2
